PECK;ACRED;GEN
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;EVE
ARQ;ARQ;EVE
ARQ;ARQ;EVE
ARQ;ARQ;EVE
ARQ;ARQ;EVE
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;DIG
ARQ;ARQ;EVE
ARQ;ARQ;EVE
ARQ;ARQ;EVE
ARQ;ARQ;EVE
ARQ;ARQ;EVE
ARQ;ARQ;EVE
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;PRINT
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;PRINT
DEN;DEN;EVE
DEN;DEN;PRINT
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;PRINT
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;EVE
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;DIG
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;GEN
DEP;DEP;GEN
DEP;DEP;GEN
DEP;DEP;GEN
DEP;DEP;GEN
DEP;DEP;GEN
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;PRINT
DEP;DEP;PRINT
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;DIG
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
DEP;DEP;EVE
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;DIG
CON;CON;DIG
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;PRINT
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;EVE
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
CON;CON;DIG
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
DEN;DEN;PRINT
